date,time,temperature,dew_point,humidity,wind,wind_speed,wind_gust,pressure,precipitation,precipitation_accumulation,condition
03/11/2016,6:20 am,43 F ,39 F ,87%,WSW,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
03/11/2016,6:50 am,43 F ,41 F ,93%,WSW,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
03/11/2016,7:20 am,45 F ,41 F ,87%,WSW,6 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
03/11/2016,7:50 am,43 F ,39 F ,87%,W,3 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
03/11/2016,8:20 am,45 F ,41 F ,87%,WSW,7 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
03/11/2016,8:50 am,45 F ,41 F ,87%,SW,8 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
03/11/2016,9:20 am,45 F ,41 F ,87%,SSW,6 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
03/11/2016,9:50 am,45 F ,41 F ,87%,SSW,9 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
03/11/2016,10:20 am,46 F ,41 F ,81%,SW,9 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
03/11/2016,10:50 am,46 F ,41 F ,81%,SW,12 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
03/11/2016,11:20 am,48 F ,43 F ,82%,WSW,14 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
03/11/2016,11:50 am,48 F ,41 F ,76%,WSW,14 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Partly Cloudy
03/11/2016,12:20 pm,48 F ,43 F ,82%,SW,12 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Mostly Cloudy
03/11/2016,12:50 pm,48 F ,43 F ,82%,SW,16 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Mostly Cloudy
03/11/2016,1:20 pm,48 F ,43 F ,82%,SW,13 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Partly Cloudy
03/11/2016,1:50 pm,48 F ,43 F ,82%,SW,13 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
03/11/2016,2:20 pm,48 F ,43 F ,82%,SW,14 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
03/11/2016,2:50 pm,48 F ,43 F ,82%,SW,15 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
03/11/2016,3:20 pm,48 F ,43 F ,82%,SW,13 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Showers in the Vicinity
03/11/2016,3:50 pm,48 F ,43 F ,82%,SW,12 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Showers in the Vicinity
03/11/2016,4:20 pm,46 F ,43 F ,87%,SW,12 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Light Rain Shower
03/11/2016,4:50 pm,46 F ,43 F ,87%,SW,12 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Showers in the Vicinity
03/11/2016,5:20 pm,46 F ,43 F ,87%,SW,12 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Partly Cloudy
03/11/2016,5:50 pm,46 F ,43 F ,87%,SW,14 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Partly Cloudy
03/11/2016,6:20 pm,48 F ,43 F ,82%,SW,15 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Partly Cloudy
03/11/2016,6:50 pm,46 F ,45 F ,93%,WSW,10 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Mostly Cloudy
03/11/2016,7:20 pm,46 F ,45 F ,93%,WSW,9 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Partly Cloudy
03/11/2016,7:50 pm,46 F ,45 F ,93%,WSW,8 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Mostly Cloudy
03/11/2016,8:20 pm,46 F ,45 F ,93%,WSW,8 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Partly Cloudy
03/11/2016,8:50 pm,46 F ,45 F ,93%,WSW,7 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
03/11/2016,9:20 pm,46 F ,45 F ,93%,WSW,9 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Partly Cloudy
03/11/2016,9:50 pm,46 F ,43 F ,87%,WSW,9 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Partly Cloudy
03/11/2016,10:20 pm,45 F ,43 F ,93%,WSW,7 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
03/11/2016,10:50 pm,43 F ,41 F ,93%,WSW,6 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Partly Cloudy
03/11/2016,11:20 pm,45 F ,43 F ,93%,WSW,9 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Light Rain
03/11/2016,11:50 pm,45 F ,41 F ,87%,W,7 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
04/11/2016,12:20 am,45 F ,41 F ,87%,WSW,7 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Mostly Cloudy
04/11/2016,12:50 am,43 F ,39 F ,87%,WSW,9 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Mostly Cloudy
04/11/2016,1:20 am,43 F ,39 F ,87%,WSW,10 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Mostly Cloudy
04/11/2016,1:50 am,43 F ,39 F ,87%,WSW,9 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Light Rain
04/11/2016,2:20 am,41 F ,37 F ,87%,WSW,12 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
04/11/2016,2:50 am,39 F ,36 F ,87%,WSW,7 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
04/11/2016,3:20 am,39 F ,36 F ,87%,WSW,7 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
04/11/2016,3:50 am,39 F ,36 F ,87%,W,6 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
04/11/2016,4:20 am,39 F ,36 F ,87%,WSW,6 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
04/11/2016,4:50 am,37 F ,36 F ,93%,WSW,8 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
04/11/2016,5:20 am,37 F ,36 F ,93%,WSW,7 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
04/11/2016,5:50 am,37 F ,34 F ,87%,W,6 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
04/11/2016,6:20 am,37 F ,36 F ,93%,VAR,2 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
04/11/2016,6:50 am,37 F ,34 F ,87%,WSW,8 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
04/11/2016,7:20 am,36 F ,34 F ,93%,W,7 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
04/11/2016,7:50 am,37 F ,34 F ,87%,W,5 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
04/11/2016,8:20 am,37 F ,34 F ,87%,VAR,3 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
04/11/2016,8:50 am,39 F ,36 F ,87%,W,5 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
04/11/2016,9:20 am,41 F ,37 F ,87%,WSW,8 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Showers in the Vicinity
04/11/2016,9:50 am,43 F ,39 F ,87%,WSW,8 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
04/11/2016,10:20 am,45 F ,39 F ,81%,W,6 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Mostly Cloudy
04/11/2016,10:50 am,45 F ,39 F ,81%,W,6 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Partly Cloudy
04/11/2016,11:20 am,45 F ,41 F ,87%,W,5 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Mostly Cloudy
04/11/2016,11:50 am,46 F ,39 F ,76%,NNW,5 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Partly Cloudy
04/11/2016,12:20 pm,46 F ,39 F ,76%,NW,5 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Partly Cloudy
04/11/2016,12:50 pm,45 F ,37 F ,76%,NW,5 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Partly Cloudy
04/11/2016,1:20 pm,45 F ,37 F ,76%,VAR,3 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Partly Cloudy
04/11/2016,1:50 pm,46 F ,37 F ,71%,WNW,5 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Partly Cloudy
04/11/2016,2:20 pm,46 F ,36 F ,66%,WNW,5 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Partly Cloudy
04/11/2016,2:50 pm,46 F ,36 F ,66%,WNW,5 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
04/11/2016,3:20 pm,45 F ,36 F ,71%,VAR,3 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
04/11/2016,3:50 pm,43 F ,37 F ,81%,W,3 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
04/11/2016,4:20 pm,41 F ,36 F ,81%,W,5 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
04/11/2016,4:50 pm,41 F ,37 F ,87%,W,5 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Partly Cloudy
04/11/2016,5:20 pm,43 F ,37 F ,81%,NW,5 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
04/11/2016,5:50 pm,43 F ,39 F ,87%,VAR,3 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Light Rain
04/11/2016,6:20 pm,43 F ,39 F ,87%,VAR,3 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Light Rain
04/11/2016,6:50 pm,43 F ,39 F ,87%,VAR,3 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Mostly Cloudy
04/11/2016,7:20 pm,43 F ,37 F ,81%,NNW,5 mph ,0 mph ,29.5 in ,0.0 in ,0.0 in ,Fair
04/11/2016,7:50 pm,43 F ,37 F ,81%,VAR,2 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Partly Cloudy
04/11/2016,8:20 pm,43 F ,39 F ,87%,WNW,5 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Mostly Cloudy
04/11/2016,8:50 pm,43 F ,37 F ,81%,VAR,3 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Mostly Cloudy
04/11/2016,9:20 pm,43 F ,37 F ,81%,VAR,3 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
04/11/2016,9:50 pm,41 F ,36 F ,81%,NNW,6 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
04/11/2016,10:20 pm,41 F ,36 F ,81%,NNW,7 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
04/11/2016,10:50 pm,41 F ,36 F ,81%,NNW,7 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
04/11/2016,11:20 pm,41 F ,36 F ,81%,NNW,7 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
04/11/2016,11:50 pm,43 F ,36 F ,76%,NNW,5 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Partly Cloudy
05/11/2016,12:20 am,41 F ,36 F ,81%,N,6 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
05/11/2016,12:50 am,41 F ,36 F ,81%,NW,5 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Mostly Cloudy
05/11/2016,1:20 am,41 F ,34 F ,76%,NW,6 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Mostly Cloudy
05/11/2016,1:50 am,41 F ,34 F ,76%,NNW,5 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Partly Cloudy
05/11/2016,2:20 am,41 F ,34 F ,76%,N,8 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Mostly Cloudy
05/11/2016,2:50 am,41 F ,34 F ,76%,NNW,5 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
05/11/2016,3:20 am,41 F ,34 F ,76%,NNW,6 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
05/11/2016,3:50 am,39 F ,32 F ,75%,VAR,3 mph ,0 mph ,29.6 in ,0.0 in ,0.0 in ,Fair
05/11/2016,4:20 am,39 F ,32 F ,75%,NNW,5 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,4:50 am,39 F ,32 F ,75%,NNW,8 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,5:20 am,39 F ,32 F ,75%,WNW,5 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Partly Cloudy
05/11/2016,5:50 am,39 F ,30 F ,70%,NNW,7 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,6:20 am,39 F ,30 F ,70%,NW,6 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,6:50 am,39 F ,30 F ,70%,NNW,6 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,7:20 am,39 F ,30 F ,70%,NNW,9 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,7:50 am,39 F ,30 F ,70%,NNW,8 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,8:20 am,39 F ,30 F ,70%,NNW,7 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,8:50 am,41 F ,30 F ,65%,NW,6 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,9:20 am,41 F ,32 F ,70%,NNW,6 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,9:50 am,41 F ,32 F ,70%,NNW,8 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,10:20 am,43 F ,34 F ,70%,NNW,10 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,10:50 am,43 F ,34 F ,70%,NNW,10 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,11:20 am,45 F ,32 F ,61%,NNW,10 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,11:50 am,45 F ,32 F ,61%,NNW,12 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,12:20 pm,45 F ,32 F ,61%,NNW,13 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,12:50 pm,45 F ,32 F ,61%,NNW,12 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,1:20 pm,45 F ,32 F ,61%,N,12 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Partly Cloudy
05/11/2016,1:50 pm,45 F ,32 F ,61%,N,12 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,2:20 pm,45 F ,32 F ,61%,N,10 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,2:50 pm,45 F ,32 F ,61%,NNW,12 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,3:20 pm,43 F ,32 F ,66%,NNW,12 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Partly Cloudy
05/11/2016,3:50 pm,43 F ,32 F ,66%,NNW,7 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,4:20 pm,43 F ,32 F ,66%,WNW,6 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,4:50 pm,41 F ,32 F ,70%,NW,6 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,5:20 pm,41 F ,30 F ,65%,NW,6 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,5:50 pm,41 F ,30 F ,65%,NW,6 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,6:20 pm,41 F ,30 F ,65%,NW,6 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,6:50 pm,41 F ,30 F ,65%,NW,7 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,7:20 pm,41 F ,32 F ,70%,NW,8 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,7:50 pm,41 F ,32 F ,70%,NW,8 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,8:20 pm,41 F ,30 F ,65%,NW,8 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,8:50 pm,41 F ,32 F ,70%,NW,6 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,9:20 pm,41 F ,32 F ,70%,NW,6 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,9:50 pm,41 F ,32 F ,70%,NW,7 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,10:20 pm,41 F ,32 F ,70%,NW,7 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,10:50 pm,39 F ,32 F ,75%,NNW,6 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,11:20 pm,39 F ,32 F ,75%,NW,6 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
05/11/2016,11:50 pm,39 F ,32 F ,75%,VAR,3 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
06/11/2016,12:20 am,39 F ,32 F ,75%,NW,6 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
06/11/2016,12:50 am,39 F ,32 F ,75%,NW,7 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
06/11/2016,1:20 am,39 F ,32 F ,75%,NNW,6 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
06/11/2016,1:50 am,39 F ,32 F ,75%,NNW,9 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
06/11/2016,2:20 am,39 F ,32 F ,75%,NNW,9 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
06/11/2016,2:50 am,41 F ,32 F ,70%,NNW,9 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
06/11/2016,3:20 am,41 F ,32 F ,70%,NW,8 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
06/11/2016,3:50 am,41 F ,32 F ,70%,NW,6 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
06/11/2016,4:20 am,41 F ,32 F ,70%,NNW,12 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
06/11/2016,4:50 am,41 F ,32 F ,70%,NW,9 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
06/11/2016,5:20 am,41 F ,32 F ,70%,NW,9 mph ,21 mph ,29.7 in ,0.0 in ,0.0 in ,Partly Cloudy
06/11/2016,5:50 am,41 F ,32 F ,70%,NNW,8 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Mostly Cloudy
06/11/2016,6:20 am,41 F ,32 F ,70%,NNW,8 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
06/11/2016,6:50 am,41 F ,34 F ,76%,NW,9 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Partly Cloudy
06/11/2016,7:20 am,43 F ,34 F ,70%,NNW,7 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Partly Cloudy
06/11/2016,7:50 am,43 F ,34 F ,70%,NNW,8 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Partly Cloudy
06/11/2016,8:20 am,43 F ,34 F ,70%,NNW,10 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Partly Cloudy
06/11/2016,8:50 am,43 F ,34 F ,70%,N,10 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Partly Cloudy
06/11/2016,9:20 am,43 F ,34 F ,70%,N,12 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
06/11/2016,9:50 am,43 F ,34 F ,70%,N,8 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Fair
06/11/2016,10:20 am,45 F ,34 F ,66%,N,10 mph ,0 mph ,29.7 in ,0.0 in ,0.0 in ,Partly Cloudy
06/11/2016,10:50 am,45 F ,36 F ,71%,N,9 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Partly Cloudy
06/11/2016,11:20 am,45 F ,36 F ,71%,N,9 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Partly Cloudy
06/11/2016,11:50 am,45 F ,36 F ,71%,N,10 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Partly Cloudy
06/11/2016,12:20 pm,46 F ,36 F ,66%,N,12 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Partly Cloudy
06/11/2016,12:50 pm,45 F ,36 F ,71%,N,10 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Partly Cloudy
06/11/2016,1:20 pm,46 F ,36 F ,66%,N,9 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Partly Cloudy
06/11/2016,1:50 pm,45 F ,36 F ,71%,N,10 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Partly Cloudy
06/11/2016,2:20 pm,46 F ,36 F ,66%,NNW,8 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
06/11/2016,2:50 pm,46 F ,36 F ,66%,N,9 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
06/11/2016,3:20 pm,45 F ,36 F ,71%,N,6 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Mostly Cloudy
06/11/2016,3:50 pm,45 F ,36 F ,71%,N,8 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Partly Cloudy
06/11/2016,4:20 pm,45 F ,36 F ,71%,N,8 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Mostly Cloudy
06/11/2016,4:50 pm,43 F ,36 F ,76%,N,7 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Cloudy
06/11/2016,5:20 pm,43 F ,34 F ,70%,NNW,5 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Partly Cloudy
06/11/2016,5:50 pm,41 F ,34 F ,76%,NNW,6 mph ,0 mph ,29.8 in ,0.0 in ,0.0 in ,Fair
06/11/2016,6:20 pm,41 F ,34 F ,76%,NNW,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
06/11/2016,6:50 pm,41 F ,34 F ,76%,NNW,6 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
06/11/2016,7:20 pm,41 F ,34 F ,76%,N,6 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
06/11/2016,7:50 pm,39 F ,34 F ,81%,N,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
06/11/2016,8:20 pm,39 F ,34 F ,81%,N,6 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
06/11/2016,8:50 pm,39 F ,34 F ,81%,N,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
06/11/2016,9:20 pm,39 F ,34 F ,81%,N,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
06/11/2016,9:50 pm,39 F ,34 F ,81%,NNW,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
06/11/2016,10:20 pm,36 F ,32 F ,87%,VAR,3 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
06/11/2016,10:50 pm,36 F ,32 F ,87%,VAR,2 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
06/11/2016,11:20 pm,32 F ,30 F ,93%,VAR,3 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
06/11/2016,11:50 pm,36 F ,30 F ,81%,VAR,1 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,12:20 am,36 F ,32 F ,87%,VAR,1 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,12:50 am,36 F ,32 F ,87%,VAR,1 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,1:20 am,37 F ,32 F ,81%,VAR,2 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,1:50 am,34 F ,30 F ,87%,VAR,1 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,2:20 am,34 F ,32 F ,93%,VAR,3 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,2:50 am,39 F ,32 F ,75%,NW,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
07/11/2016,3:20 am,39 F ,34 F ,81%,WNW,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
07/11/2016,3:50 am,39 F ,32 F ,75%,W,6 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
07/11/2016,4:20 am,37 F ,32 F ,81%,W,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
07/11/2016,4:50 am,36 F ,32 F ,87%,WSW,3 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,5:20 am,37 F ,32 F ,81%,VAR,2 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Cloudy
07/11/2016,5:50 am,39 F ,34 F ,81%,WNW,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Mostly Cloudy
07/11/2016,6:20 am,39 F ,32 F ,75%,VAR,3 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Partly Cloudy
07/11/2016,6:50 am,39 F ,32 F ,75%,VAR,3 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Partly Cloudy
07/11/2016,7:20 am,39 F ,34 F ,81%,VAR,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Partly Cloudy
07/11/2016,7:50 am,41 F ,34 F ,76%,W,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Partly Cloudy
07/11/2016,8:20 am,41 F ,34 F ,76%,WNW,7 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Partly Cloudy
07/11/2016,8:50 am,39 F ,32 F ,75%,N,7 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Partly Cloudy
07/11/2016,9:20 am,41 F ,34 F ,76%,N,7 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,9:50 am,43 F ,34 F ,70%,NNW,6 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,10:20 am,43 F ,34 F ,70%,WNW,5 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
07/11/2016,10:50 am,43 F ,32 F ,66%,NNW,6 mph ,0 mph ,29.9 in ,0.0 in ,0.0 in ,Fair
